Variant,Age,Sex,Year,Population projection by age and sex 2026-2075
High variant H1,86 years,Males,2043,1047
High variant H1,86 years,Males,2044,1112
High variant H1,86 years,Males,2045,1035
High variant H1,86 years,Males,2046,1116
High variant H1,86 years,Males,2047,1123
High variant H1,86 years,Males,2048,1067
High variant H1,86 years,Males,2049,1118
High variant H1,86 years,Males,2050,1146
High variant H1,86 years,Males,2051,1121
High variant H1,86 years,Males,2052,1170
High variant H1,86 years,Males,2053,1190
High variant H1,86 years,Males,2054,1146
High variant H1,86 years,Males,2055,1176
High variant H1,86 years,Males,2056,1172
High variant H1,86 years,Males,2057,1206
High variant H1,86 years,Males,2058,1308
High variant H1,86 years,Males,2059,1411
High variant H1,86 years,Males,2060,1497
High variant H1,86 years,Males,2061,1472
High variant H1,86 years,Males,2062,1546
High variant H1,86 years,Males,2063,1636
High variant H1,86 years,Males,2064,1601
High variant H1,86 years,Males,2065,1695
High variant H1,86 years,Males,2066,1824
High variant H1,86 years,Males,2067,1880
High variant H1,86 years,Males,2068,1867
High variant H1,86 years,Males,2069,1989
High variant H1,86 years,Males,2070,2007
High variant H1,86 years,Males,2071,2068
High variant H1,86 years,Males,2072,2041
High variant H1,86 years,Males,2073,2163
High variant H1,86 years,Males,2074,2340
High variant H1,86 years,Females,2026,527
High variant H1,86 years,Females,2027,585
High variant H1,86 years,Females,2028,603
High variant H1,86 years,Females,2029,678
High variant H1,86 years,Females,2030,728
High variant H1,86 years,Females,2031,746
High variant H1,86 years,Females,2032,806
High variant H1,86 years,Females,2033,803
High variant H1,86 years,Females,2034,873
High variant H1,86 years,Females,2035,970
High variant H1,86 years,Females,2036,935
High variant H1,86 years,Females,2037,979
High variant H1,86 years,Females,2038,1057
High variant H1,86 years,Females,2039,1035
High variant H1,86 years,Females,2040,1132
High variant H1,86 years,Females,2041,1147
High variant H1,86 years,Females,2042,1211
High variant H1,86 years,Females,2043,1243
High variant H1,86 years,Females,2044,1273
High variant H1,86 years,Females,2045,1249
High variant H1,86 years,Females,2046,1293
High variant H1,86 years,Females,2047,1288
High variant H1,86 years,Females,2048,1254
High variant H1,86 years,Females,2049,1345
High variant H1,86 years,Females,2050,1384
High variant H1,86 years,Females,2051,1433
High variant H1,86 years,Females,2052,1372
High variant H1,86 years,Females,2053,1449
High variant H1,86 years,Females,2054,1398
High variant H1,86 years,Females,2055,1307
High variant H1,86 years,Females,2056,1393
High variant H1,86 years,Females,2057,1336
High variant H1,86 years,Females,2058,1425
High variant H1,86 years,Females,2059,1629
High variant H1,86 years,Females,2060,1621
High variant H1,86 years,Females,2061,1533
High variant H1,86 years,Females,2062,1621
High variant H1,86 years,Females,2063,1616
High variant H1,86 years,Females,2064,1627
High variant H1,86 years,Females,2065,1719
High variant H1,86 years,Females,2066,1868
High variant H1,86 years,Females,2067,1916
High variant H1,86 years,Females,2068,1881
High variant H1,86 years,Females,2069,1911
High variant H1,86 years,Females,2070,1985
High variant H1,86 years,Females,2071,1987
High variant H1,86 years,Females,2072,1997
High variant H1,86 years,Females,2073,1996
High variant H1,86 years,Females,2074,2046
High variant H1,87 years,Total,2026,832
High variant H1,87 years,Total,2027,892
High variant H1,87 years,Total,2028,930
High variant H1,87 years,Total,2029,985
High variant H1,87 years,Total,2030,1122
High variant H1,87 years,Total,2031,1175
High variant H1,87 years,Total,2032,1247
High variant H1,87 years,Total,2033,1361
High variant H1,87 years,Total,2034,1383
High variant H1,87 years,Total,2035,1496
High variant H1,87 years,Total,2036,1595
High variant H1,87 years,Total,2037,1628
High variant H1,87 years,Total,2038,1721
High variant H1,87 years,Total,2039,1747
High variant H1,87 years,Total,2040,1779
High variant H1,87 years,Total,2041,1922
High variant H1,87 years,Total,2042,1950
High variant H1,87 years,Total,2043,2047
High variant H1,87 years,Total,2044,2130
High variant H1,87 years,Total,2045,2220
High variant H1,87 years,Total,2046,2128
High variant H1,87 years,Total,2047,2246
High variant H1,87 years,Total,2048,2249
High variant H1,87 years,Total,2049,2167
High variant H1,87 years,Total,2050,2301
High variant H1,87 years,Total,2051,2367
High variant H1,87 years,Total,2052,2392
High variant H1,87 years,Total,2053,2382
High variant H1,87 years,Total,2054,2475
High variant H1,87 years,Total,2055,2388
High variant H1,87 years,Total,2056,2332
High variant H1,87 years,Total,2057,2411
High variant H1,87 years,Total,2058,2391
High variant H1,87 years,Total,2059,2572
High variant H1,87 years,Total,2060,2863
High variant H1,87 years,Total,2061,2936
High variant H1,87 years,Total,2062,2832
High variant H1,87 years,Total,2063,2985
High variant H1,87 years,Total,2064,3066
High variant H1,87 years,Total,2065,3047
High variant H1,87 years,Total,2066,3224
High variant H1,87 years,Total,2067,3488
High variant H1,87 years,Total,2068,3589
High variant H1,87 years,Total,2069,3546
High variant H1,87 years,Total,2070,3692
High variant H1,87 years,Total,2071,3782
High variant H1,87 years,Total,2072,3844
High variant H1,87 years,Total,2073,3829
High variant H1,87 years,Total,2074,3946
High variant H1,87 years,Males,2026,372
High variant H1,87 years,Males,2027,402
High variant H1,87 years,Males,2028,387
High variant H1,87 years,Males,2029,425
High variant H1,87 years,Males,2030,493
High variant H1,87 years,Males,2031,499
High variant H1,87 years,Males,2032,554
High variant H1,87 years,Males,2033,610
High variant H1,87 years,Males,2034,634
High variant H1,87 years,Males,2035,682
High variant H1,87 years,Males,2036,689
High variant H1,87 years,Males,2037,754
High variant H1,87 years,Males,2038,806
High variant H1,87 years,Males,2039,758
High variant H1,87 years,Males,2040,810
High variant H1,87 years,Males,2041,861
High variant H1,87 years,Males,2042,874
High variant H1,87 years,Males,2043,911
High variant H1,87 years,Males,2044,963
High variant H1,87 years,Males,2045,1024
High variant H1,87 years,Males,2046,953
High variant H1,87 years,Males,2047,1029
High variant H1,87 years,Males,2048,1036
High variant H1,87 years,Males,2049,985
High variant H1,87 years,Males,2050,1033
High variant H1,87 years,Males,2051,1060
High variant H1,87 years,Males,2052,1038
High variant H1,87 years,Males,2053,1084
High variant H1,87 years,Males,2054,1104
High variant H1,87 years,Males,2055,1064
High variant H1,87 years,Males,2056,1093
High variant H1,87 years,Males,2057,1090
High variant H1,87 years,Males,2058,1123
High variant H1,87 years,Males,2059,1219
High variant H1,87 years,Males,2060,1316
High variant H1,87 years,Males,2061,1397
High variant H1,87 years,Males,2062,1375
High variant H1,87 years,Males,2063,1444
High variant H1,87 years,Males,2064,1529
High variant H1,87 years,Males,2065,1498
High variant H1,87 years,Males,2066,1587
High variant H1,87 years,Males,2067,1709
High variant H1,87 years,Males,2068,1763
High variant H1,87 years,Males,2069,1752
High variant H1,87 years,Males,2070,1868
High variant H1,87 years,Males,2071,1886
High variant H1,87 years,Males,2072,1945
High variant H1,87 years,Males,2073,1920
High variant H1,87 years,Males,2074,2037
High variant H1,87 years,Females,2026,460
High variant H1,87 years,Females,2027,490
High variant H1,87 years,Females,2028,543
High variant H1,87 years,Females,2029,560
High variant H1,87 years,Females,2030,629
High variant H1,87 years,Females,2031,676
High variant H1,87 years,Females,2032,693
High variant H1,87 years,Females,2033,751
High variant H1,87 years,Females,2034,749
High variant H1,87 years,Females,2035,814
High variant H1,87 years,Females,2036,906
High variant H1,87 years,Females,2037,874
High variant H1,87 years,Females,2038,915
High variant H1,87 years,Females,2039,989
High variant H1,87 years,Females,2040,969
High variant H1,87 years,Females,2041,1061
High variant H1,87 years,Females,2042,1076
High variant H1,87 years,Females,2043,1136
High variant H1,87 years,Females,2044,1167
High variant H1,87 years,Females,2045,1196
High variant H1,87 years,Females,2046,1175
High variant H1,87 years,Females,2047,1217
High variant H1,87 years,Females,2048,1213
High variant H1,87 years,Females,2049,1182
High variant H1,87 years,Females,2050,1268
High variant H1,87 years,Females,2051,1307
High variant H1,87 years,Females,2052,1354
High variant H1,87 years,Females,2053,1298
High variant H1,87 years,Females,2054,1371
High variant H1,87 years,Females,2055,1324
High variant H1,87 years,Females,2056,1239
High variant H1,87 years,Females,2057,1321
High variant H1,87 years,Females,2058,1268
High variant H1,87 years,Females,2059,1353
High variant H1,87 years,Females,2060,1547
High variant H1,87 years,Females,2061,1539
High variant H1,87 years,Females,2062,1457
High variant H1,87 years,Females,2063,1541
High variant H1,87 years,Females,2064,1537
High variant H1,87 years,Females,2065,1549
High variant H1,87 years,Females,2066,1637
High variant H1,87 years,Females,2067,1779
High variant H1,87 years,Females,2068,1826
High variant H1,87 years,Females,2069,1794
High variant H1,87 years,Females,2070,1824
High variant H1,87 years,Females,2071,1896
High variant H1,87 years,Females,2072,1899
High variant H1,87 years,Females,2073,1909
High variant H1,87 years,Females,2074,1909
High variant H1,88 years,Total,2026,775
High variant H1,88 years,Total,2027,752
High variant H1,88 years,Total,2028,807
High variant H1,88 years,Total,2029,842
High variant H1,88 years,Total,2030,894
High variant H1,88 years,Total,2031,1019
High variant H1,88 years,Total,2032,1068
High variant H1,88 years,Total,2033,1134
High variant H1,88 years,Total,2034,1239
High variant H1,88 years,Total,2035,1260
High variant H1,88 years,Total,2036,1365
High variant H1,88 years,Total,2037,1458
High variant H1,88 years,Total,2038,1489
High variant H1,88 years,Total,2039,1575
High variant H1,88 years,Total,2040,1602
High variant H1,88 years,Total,2041,1632
High variant H1,88 years,Total,2042,1765
High variant H1,88 years,Total,2043,1792
High variant H1,88 years,Total,2044,1884
High variant H1,88 years,Total,2045,1961
High variant H1,88 years,Total,2046,2045
High variant H1,88 years,Total,2047,1964
High variant H1,88 years,Total,2048,2075
High variant H1,88 years,Total,2049,2079
High variant H1,88 years,Total,2050,2006
High variant H1,88 years,Total,2051,2132
High variant H1,88 years,Total,2052,2195
High variant H1,88 years,Total,2053,2220
High variant H1,88 years,Total,2054,2212
High variant H1,88 years,Total,2055,2301
High variant H1,88 years,Total,2056,2222
High variant H1,88 years,Total,2057,2171
High variant H1,88 years,Total,2058,2247
High variant H1,88 years,Total,2059,2229
High variant H1,88 years,Total,2060,2400
High variant H1,88 years,Total,2061,2674
High variant H1,88 years,Total,2062,2742
High variant H1,88 years,Total,2063,2647
High variant H1,88 years,Total,2064,2792
High variant H1,88 years,Total,2065,2869
High variant H1,88 years,Total,2066,2853
High variant H1,88 years,Total,2067,3021
High variant H1,88 years,Total,2068,3272
High variant H1,88 years,Total,2069,3367
High variant H1,88 years,Total,2070,3329
High variant H1,88 years,Total,2071,3469
High variant H1,88 years,Total,2072,3556
High variant H1,88 years,Total,2073,3616
High variant H1,88 years,Total,2074,3605
High variant H1,88 years,Males,2026,349
High variant H1,88 years,Males,2027,329
High variant H1,88 years,Males,2028,357
High variant H1,88 years,Males,2029,343
High variant H1,88 years,Males,2030,379
High variant H1,88 years,Males,2031,440
High variant H1,88 years,Males,2032,446
High variant H1,88 years,Males,2033,495
High variant H1,88 years,Males,2034,546
High variant H1,88 years,Males,2035,569
High variant H1,88 years,Males,2036,613
High variant H1,88 years,Males,2037,620
High variant H1,88 years,Males,2038,680
High variant H1,88 years,Males,2039,727
High variant H1,88 years,Males,2040,685
High variant H1,88 years,Males,2041,733
High variant H1,88 years,Males,2042,780
High variant H1,88 years,Males,2043,792
High variant H1,88 years,Males,2044,827
High variant H1,88 years,Males,2045,875
High variant H1,88 years,Males,2046,931
High variant H1,88 years,Males,2047,868
High variant H1,88 years,Males,2048,938
High variant H1,88 years,Males,2049,945
High variant H1,88 years,Males,2050,900
High variant H1,88 years,Males,2051,945
High variant H1,88 years,Males,2052,970
High variant H1,88 years,Males,2053,951
High variant H1,88 years,Males,2054,994
High variant H1,88 years,Males,2055,1014
High variant H1,88 years,Males,2056,978
High variant H1,88 years,Males,2057,1006
High variant H1,88 years,Males,2058,1004
High variant H1,88 years,Males,2059,1035
High variant H1,88 years,Males,2060,1125
High variant H1,88 years,Males,2061,1215
High variant H1,88 years,Males,2062,1290
High variant H1,88 years,Males,2063,1271
High variant H1,88 years,Males,2064,1336
High variant H1,88 years,Males,2065,1416
High variant H1,88 years,Males,2066,1388
High variant H1,88 years,Males,2067,1472
High variant H1,88 years,Males,2068,1587
High variant H1,88 years,Males,2069,1638
High variant H1,88 years,Males,2070,1629
High variant H1,88 years,Males,2071,1739
High variant H1,88 years,Males,2072,1757
High variant H1,88 years,Males,2073,1813
High variant H1,88 years,Males,2074,1792
High variant H1,88 years,Females,2026,426
High variant H1,88 years,Females,2027,423
High variant H1,88 years,Females,2028,450
High variant H1,88 years,Females,2029,499
High variant H1,88 years,Females,2030,515
High variant H1,88 years,Females,2031,579
High variant H1,88 years,Females,2032,622
High variant H1,88 years,Females,2033,639
High variant H1,88 years,Females,2034,693
High variant H1,88 years,Females,2035,691
High variant H1,88 years,Females,2036,752
High variant H1,88 years,Females,2037,838
High variant H1,88 years,Females,2038,809
High variant H1,88 years,Females,2039,848
High variant H1,88 years,Females,2040,917
High variant H1,88 years,Females,2041,899
High variant H1,88 years,Females,2042,985
High variant H1,88 years,Females,2043,1000
High variant H1,88 years,Females,2044,1057
High variant H1,88 years,Females,2045,1086
